,id,content
999,id,content
1000,{N9X0-P3SX99UT-3623QQUN},"[(17, 0.862029), (91, 0.10623952)]"
1001,{F5G8-U4KL36AB-1579CZGX},"[(50, 0.33426318), (64, 0.6340074)]"
1002,{U8D2-M5FH65BW-3939CQIC},"[(31, 0.060407415), (34, 0.11852903), (57, 0.8048356)]"
1003,{A5X6-X3KN62LU-5816QTBZ},"[(21, 0.20130551), (29, 0.7773119)]"
1004,{Q8R5-A2WJ20NG-9108MVZX},"[(22, 0.9757617)]"
1005,{H6Z8-D4DO31VN-1937TSUR},"[(19, 0.98343986)]"
1006,{S6S2-U4KM07MU-0415ERQR},"[(34, 0.6307655), (47, 0.15349256), (50, 0.19457516)]"
1007,{D5Y7-N8WT17RZ-6974OQIK},"[(23, 0.7036619), (31, 0.2723483)]"
1008,{K3R4-M9ON71VM-3656IFCC},"[(26, 0.25123277), (28, 0.20478284), (92, 0.523269)]"
1009,{X9S4-E5AM60QL-3579YLZU},"[(68, 0.8114313), (84, 0.15578268)]"
1010,{I5O6-L8YC61LN-7744KUGS},"[(14, 0.7649342), (95, 0.21413772)]"
1011,{G1M2-E2RD56WF-8269JESR},"[(70, 0.07861007), (72, 0.9004599)]"
1012,{F1M4-K3OC11BI-8851VPVJ},"[(43, 0.4726519), (79, 0.49455917)]"
1013,{I7V9-P0KQ65SH-5214OFIS},"[(0, 0.17765188), (65, 0.8037881)]"
1014,{Q9Q9-M5SE19IE-0597YJQV},"[(2, 0.036448006), (3, 0.40835908), (77, 0.4709416), (80, 0.058206104)]"
1015,{A3K2-K7SZ30AR-8291OTAT},"[(15, 0.08526676), (70, 0.22514038), (86, 0.6733883)]"
1016,{T5L8-L0YV32EL-2265FGMR},"[(16, 0.25430602), (44, 0.56567496), (68, 0.08368942), (75, 0.07338342)]"
1017,{H1Q7-J0QF92DK-9151KTCM},"[(19, 0.31171572), (53, 0.42503786), (89, 0.24701859)]"
1018,{Z9S8-D1VC82QF-9806OQRZ},"[(18, 0.6897203), (87, 0.29271525)]"
1019,{G8I6-X7GE97HW-7849UCNT},"[(26, 0.34044373), (38, 0.2949165), (71, 0.34813803)]"
1020,{U2M6-I1ZR76NQ-6900VYFR},"[(84, 0.5553778), (87, 0.41730186)]"
1021,{U2I7-Z3UM55KV-5792VBWH},"[(69, 0.9543633), (97, 0.018311942)]"
1022,{D8F8-A2ZS75BH-5654MTST},"[(39, 0.11668848), (44, 0.43564028), (59, 0.12459633), (66, 0.30701426)]"
1023,{V3U4-F6ZS32SR-3251EWFU},"[(18, 0.97741455)]"
1024,{W1J3-W4BA65GJ-2050CVKR},"[(45, 0.811892), (76, 0.16281128)]"
1025,{D8K4-H7FP65IC-6656JSJB},"[(3, 0.25624016), (89, 0.7197694)]"
1026,{D7W7-K5OZ94UY-4257PUOH},"[(1, 0.47838426), (32, 0.095411405), (39, 0.40456748)]"
1027,{V6V1-F3SD50YZ-8731EUJZ},"[(1, 0.6332446), (96, 0.34489578)]"
1028,{A0S4-K2AD21CH-3341WLAB},"[(82, 0.88708955), (89, 0.08665473)]"
1029,{I5M4-C6GV06BE-9517OJTE},"[(40, 0.71780825), (64, 0.25983533)]"
1030,{F0V2-T4LH23JK-6501HSQC},"[(30, 0.04554682), (39, 0.8279079), (82, 0.11179402)]"
1031,{Y8D8-L9ON17KV-2180HVFY},"[(14, 0.027333796), (40, 0.19442606), (54, 0.4058128), (68, 0.3578266)]"
1032,{V8P8-H0PJ40ZN-4942OSBA},"[(27, 0.8920952), (53, 0.08861629)]"
1033,{D7B6-Q0SF05YK-2278UNEW},"[(31, 0.79004955), (84, 0.19103378)]"
1034,{L7R8-H4EX24BI-0333QQFN},"[(2, 0.59469575), (12, 0.22675072), (74, 0.13764694), (98, 0.022010177)]"
1035,{Y0W8-M7LM35EF-8027MYDX},"[(28, 0.05832261), (86, 0.23130028), (89, 0.6916516)]"
1036,{I9T8-F5XM72DQ-8778SVQD},"[(13, 0.17928518), (32, 0.013152351), (38, 0.18971418), (88, 0.5964311)]"
1037,{G8Y6-P2XN88IH-5276BTNW},"[(6, 0.97634095)]"
1038,{V1W7-J3ZG91BK-6598LFZG},"[(52, 0.05469599), (96, 0.92601687)]"
1039,{K8P5-Q4YE59WO-1397GQAQ},"[(34, 0.53389686), (54, 0.36568987), (69, 0.077230886)]"
1040,{D1P2-D5PH65DW-7254GTJC},"[(12, 0.67241377), (30, 0.22683464), (90, 0.081659965)]"
1041,{O6D0-R8WZ24SS-2826IFFX},"[(71, 0.36749396), (87, 0.55294555), (98, 0.060468666)]"
1042,{K0N6-B8RX53LZ-8969SZKJ},"[(9, 0.43190056), (27, 0.4086024), (55, 0.14040607)]"
1043,{A4N6-S9ZA59TB-2139DGTB},"[(74, 0.9723999)]"
1044,{P4P1-U7OU80TX-5287DXSJ},"[(1, 0.41928), (58, 0.32938427), (94, 0.22428945)]"
1045,{D6I5-R5CB57LJ-6237FKHA},"[(37, 0.10653964), (63, 0.8688721)]"
1046,{J1G5-B1GL34KD-9584RSEB},"[(1, 0.44452643), (5, 0.23616086), (69, 0.30094072)]"
1047,{T4O6-I7BA21HK-8599SLUK},"[(63, 0.46511438), (72, 0.5102975)]"
1048,{P1U4-N6VK63PW-3615KUOV},"[(0, 0.20356885), (62, 0.3758469), (74, 0.40221533)]"
1049,{G7B0-O1NE88DX-5113GNYK},"[(56, 0.18441832), (65, 0.78899664)]"
1050,{R3V0-V9MW03IN-4049CBVL},"[(88, 0.077038735), (98, 0.89896876)]"
1051,{F1E6-N2UG52HD-7468ISNE},"[(28, 0.41488117), (33, 0.55853295)]"
1052,{M5G4-L6UN26HB-4491IYRJ},"[(56, 0.97576517)]"
1053,{W3X1-U0GW82TQ-0309DTUY},"[(35, 0.6867998), (80, 0.29047474)]"
1054,{G7U5-P9HV31RT-4433BDIP},"[(6, 0.5251927), (40, 0.4547318)]"
1055,{R7S0-L1QN11RK-7397DDLV},"[(42, 0.98193353)]"
1056,{Y4F7-N0DM86BL-9295AJOV},"[(36, 0.3526527), (49, 0.6334932)]"
1057,{O1Y8-Z2CJ45DH-1874AGKV},"[(90, 0.97972083)]"
1058,{F8A2-H1XD35EF-7017LXOP},"[(30, 0.98193496)]"
1059,{O6W5-S9OE61YZ-9954AAJV},"[(36, 0.32681897), (94, 0.6593266)]"
1060,{Y1J5-F6IZ14BX-6165KMKO},"[(31, 0.87992054), (51, 0.100792624)]"
1061,{H4N6-P4NC31VJ-4157ZHCQ},"[(41, 0.25977638), (66, 0.5927555), (90, 0.1275971)]"
1062,{U5R8-H4HR74ZK-8063IMLD},"[(63, 0.66781193), (74, 0.30400014)]"
1063,{L8L7-I6QB60SJ-8329EAWX},"[(52, 0.97791946)]"
1064,{F1V8-Q3FX80YH-4808OYLD},"[(2, 0.3322564), (22, 0.41534317), (90, 0.23252936)]"
1065,{N3S4-D4EA54QJ-6641QSPJ},"[(35, 0.06832971), (38, 0.72193855), (93, 0.18986051)]"
1066,{E0M8-U3MT82TK-2490EUVM},"[(63, 0.8927784), (85, 0.087935135)]"
1067,{A2G6-T7FE08CK-7601IYDT},"[(27, 0.9732587)]"
1068,{N7K3-L4ZW00BJ-1122VOKY},"[(39, 0.5412989), (48, 0.13546069), (76, 0.3055377)]"
1069,{V9E1-E4KG05KT-8603JHAW},"[(31, 0.18545604), (69, 0.5300055), (96, 0.27062896)]"
1070,{H8J9-O8EV51TI-5175ALDB},"[(86, 0.9724004)]"
1071,{W8E0-S2GA51NB-8855DBRL},"[(24, 0.07546128), (25, 0.5021561), (30, 0.33381113), (87, 0.0671565)]"
1072,{V9Y4-Y6YA45RC-6762BMXK},"[(4, 0.41153434), (40, 0.1388391), (47, 0.40531638), (92, 0.030544555)]"
1073,{F6G0-Y9HU98RN-3076QCZX},"[(56, 0.97239846)]"
1074,{O6G1-D2TR39JZ-4127DKII},"[(69, 0.9822584)]"
1075,{F1N0-T0KZ92MJ-6371MQJP},"[(0, 0.2942286), (89, 0.38006717), (94, 0.3040675)]"
1076,{J9W6-J5DF25RZ-6383VWAW},"[(18, 0.39455986), (91, 0.51909727), (94, 0.07262945)]"
1077,{N7W1-X6WM31JK-2353OYJF},"[(58, 0.7388431), (80, 0.24187072)]"
1078,{H1E8-O1YQ87JE-9501TIRP},"[(57, 0.09234486), (98, 0.88836807)]"
1079,{G4C1-N5YF16EQ-9887KMSE},"[(94, 0.97839767)]"
1080,{X7P9-Q4ZA06IU-5115FOVF},"[(45, 0.9819344)]"
1081,{P3E3-H2YW11GE-0128BIOA},"[(8, 0.96573555)]"
1082,{D5N7-S3PD41LF-5696NIAJ},"[(57, 0.82546556), (84, 0.09851957), (88, 0.058627333)]"
1083,{J7T4-S4PH23VD-8789EFBI},"[(40, 0.4668032), (63, 0.5113384)]"
1084,{Q8R1-H0XB10LG-1430YNNC},"[(81, 0.39514184), (90, 0.28791544), (98, 0.2978532)]"
1085,{B3D0-I8NG41ZO-3455PQRU},"[(15, 0.89672595), (98, 0.08570851)]"
1086,{F3R8-C1FP53QP-4310NAYW},"[(18, 0.9657361)]"
1087,{X2E0-V7XO10ZA-8661RAOS},"[(23, 0.31802836), (81, 0.35917065), (95, 0.30541462)]"
1088,{E6H5-S6OV67WO-6530IHXU},"[(57, 0.90886563), (68, 0.02554535), (73, 0.04755871)]"
1089,{F3S0-B5AP99TB-4530VMJO},"[(51, 0.012228291), (86, 0.9684862)]"
1090,{L3U3-N0SK79WC-6849WIHK},"[(36, 0.9834384)]"
1091,{U1X2-Z4AU52HO-7851KWYP},"[(26, 0.725929), (44, 0.2494794)]"
1092,{C5Y9-W2JU38KQ-7592FZVR},"[(22, 0.093630284), (30, 0.32175386), (85, 0.5665845)]"
1093,{T1M8-A5KW20CX-6235QRKK},"[(17, 0.26594117), (34, 0.12582798), (51, 0.58914006)]"
1094,{W9I1-J1EG17NA-2071RTJL},"[(24, 0.09203339), (76, 0.056149427), (96, 0.8355904)]"
1095,{W4M4-X4HG50VW-0146GTBK},"[(58, 0.806754), (91, 0.16865481)]"
1096,{F5S2-P7KG93QM-8280GFDA},"[(4, 0.27904707), (42, 0.3220519), (90, 0.38344622)]"
1097,{U3S0-G4QB47WH-7450KVFD},"[(22, 0.5195698), (32, 0.03779098), (38, 0.42742756)]"
1098,{G9N0-L5XY07HN-5490OBKT},"[(30, 0.96794677)]"
1099,{N3X8-D7TL46RL-0307PPPU},"[(13, 0.119010895), (54, 0.859448)]"
1100,{C4T5-K0GM27SY-4893BEWZ},"[(2, 0.7744985), (48, 0.20542608)]"
1101,{D0S8-O3PS93OT-3099ZIQE},"[(30, 0.74164146), (81, 0.24299024)]"
1102,{J8F1-O6CV97TD-3371VQQF},"[(13, 0.96794707)]"
1103,{J0W4-M9OK89YQ-9898ZLTN},"[(75, 0.9679479)]"
1104,{Q3T9-C2VF91JO-5663OAPG},"[(43, 0.07459608), (46, 0.822792), (52, 0.08189673)]"
1105,{V8Y2-I9VA77DW-7630QVOX},"[(23, 0.18442133), (66, 0.21483101), (92, 0.58087486)]"
1106,{N0O6-F9DA01LO-8931EKYE},"[(81, 0.49919167), (88, 0.48189387)]"
1107,{Y4T8-V4RY93NW-3653FDEC},"[(89, 0.9788596)]"
1108,{Q1D8-U9UK95MT-5979QZWX},"[(20, 0.09828352), (61, 0.73593634), (88, 0.15146181)]"
1109,{N8H7-T5IC91XW-5045EGGO},"[(51, 0.47187686), (65, 0.059100337), (70, 0.4483061)]"
1110,{C8V1-R5XA22RU-8454OSCM},"[(26, 0.094654396), (31, 0.037959732), (38, 0.2179767), (40, 0.55729645), (67, 0.05446058), (92, 0.02472492)]"
1111,{X1W1-Q3HQ63DA-0367KFNX},"[(35, 0.41563314), (42, 0.28624034), (60, 0.051372305), (67, 0.23095651)]"
1112,{Z0T5-L7ZC05NE-3152AQNE},"[(88, 0.98089176)]"
1113,{N4W4-Y5HQ13HQ-3046ZJPN},"[(63, 0.03771503), (72, 0.08867601), (84, 0.8510405)]"
1114,{P7R4-G6RS02UV-2790FUGH},"[(37, 0.014960419), (61, 0.16907655), (94, 0.8016459)]"
1115,{K9V8-Q3ZL64DQ-6080LBOD},"[(41, 0.86902136), (48, 0.11004899)]"
1116,{N3W0-S3VD70HW-4321WGWJ},"[(6, 0.49569285), (98, 0.48423386)]"
1117,{X0V1-D7JZ91XU-7381WEJR},"[(19, 0.5064466), (51, 0.06926788), (91, 0.16561963), (92, 0.24546613)]"
1118,{Y0C4-K3OS03BB-7016PCSZ},"[(76, 0.92965275), (86, 0.054977298)]"
1119,{J5E4-P5AW71JL-3609EJMN},"[(6, 0.53902787), (51, 0.09444823), (78, 0.16088511), (85, 0.18597318)]"
1120,{J0L2-R6ON94BQ-7117TPWD},"[(59, 0.06433536), (85, 0.33378893), (88, 0.58315235)]"
1121,{H6X3-B8SS25AT-9026CDTE},"[(13, 0.07396514), (98, 0.9041774)]"
1122,{W1J9-V4QQ93ZP-7255UWWD},"[(2, 0.24447682), (16, 0.10900939), (55, 0.44570327), (81, 0.1836039)]"
1123,{O6V5-X7BI16TQ-0409RHMV},"[(5, 0.40190303), (6, 0.37860107), (63, 0.20326887)]"
1124,{D2J9-S4DD94LT-1951OJHG},"[(45, 0.97791815)]"
1125,{Z9R3-C9YQ30SL-2079NIDR},"[(81, 0.98225784)]"
1126,{V4Z2-C3SO83HK-9620HBQV},"[(24, 0.049244475), (42, 0.672117), (95, 0.25599474)]"
1127,{E7V3-O3MR88DE-8628HXGM},"[(0, 0.14106923), (5, 0.51567), (57, 0.32297635)]"
1128,{B7J7-A5AT38WN-8966SRMJ},"[(40, 0.9768907)]"
1129,{Y4G2-H8AG67HS-7378MFQA},"[(26, 0.77315915), (98, 0.20634896)]"
1130,{A2C8-D7QK80KE-9509QILG},"[(5, 0.8835589), (34, 0.054919526), (47, 0.041237377)]"
1131,{Q5R5-I7FZ24UB-4147VMOD},"[(57, 0.74364084), (59, 0.23047417)]"
1132,{B7N9-U4KQ88KA-4942DCWM},"[(4, 0.41214597), (12, 0.17186654), (62, 0.39795816)]"
1133,{F5J8-N1XR57MF-1756TZSY},"[(3, 0.07403549), (99, 0.90547115)]"
1134,{P2I9-Y0ZQ67NE-0251KAEZ},"[(18, 0.3179922), (52, 0.064273156), (78, 0.59745014)]"
1135,{A2O1-A0IQ24MS-9929JLMY},"[(39, 0.9723994)]"
1136,{I9F9-U3UP12BF-4638XMQX},"[(27, 0.7517284), (57, 0.22238693)]"
1137,{A1M1-H0RQ99FF-1296ORNR},"[(34, 0.069149), (36, 0.25621623), (71, 0.6551603)]"
1138,{I3O9-E5IL20XK-9825HEWJ},"[(17, 0.96794736)]"
1139,{E2O6-D5IS98OT-1090SKFW},"[(62, 0.6362687), (69, 0.3455162)]"
1140,{P1G2-Z9HI94EO-2089WNAC},"[(47, 0.8433653), (56, 0.12931235)]"
1141,{A0B1-V0CV26EP-0441HPBL},"[(48, 0.35825202), (62, 0.6144264)]"
1142,{N4Q4-I3WA75UZ-8246NTBR},"[(59, 0.010492779), (71, 0.48077592), (75, 0.2727866), (76, 0.21667075)]"
1143,{Y7T0-L6KK06QU-0536YOWH},"[(30, 0.27776235), (51, 0.690507)]"
1144,{Y0L1-A3XK22CR-2146FAPQ},"[(57, 0.7219034), (75, 0.25077218)]"
1145,{Y5D2-M7KY11AP-4044XMKY},"[(6, 0.83464), (49, 0.14528449)]"
1146,{E8M4-H9FQ65WA-6032XXYV},"[(55, 0.91064936), (80, 0.06593028)]"
1147,{X1K0-R4IH20MN-3972ZNCR},"[(3, 0.081279345), (16, 0.90083647)]"
1148,{M5E0-M3WK98MQ-2775RHYF},"[(21, 0.44404918), (43, 0.3508182), (45, 0.18526077)]"
1149,{B3P8-E0RP84AL-5123JZKZ},"[(24, 0.14737155), (55, 0.82920825)]"
1150,{Y9I7-T8BV81QU-3331IWTQ},"[(65, 0.2721955), (68, 0.70992)]"
1151,{C1A7-K7OE25FL-5848XUNL},"[(20, 0.68432164), (33, 0.01239023), (58, 0.28783426)]"
1152,{R3R0-H0PI53QL-0346ALLU},"[(17, 0.12355861), (20, 0.8414267), (32, 0.01769202)]"
1153,{I3O3-M7VR32VP-0435OZZK},"[(8, 0.38461393), (51, 0.5971708)]"
1154,{B5Y2-G8MX39ZX-2882KDWB},"[(54, 0.1814616), (57, 0.79804575)]"
1155,{U1R6-S7UL79UF-7707CQSN},"[(13, 0.108864866), (72, 0.20155653), (86, 0.6715485)]"
1156,{T0L9-M7CJ24SM-2464XSXL},"[(42, 0.7981295), (54, 0.053350795), (83, 0.12931024)]"
1157,{G6O6-Y8ZC85IC-3229XRWO},"[(89, 0.9696923)]"
1158,{Q5G5-I7IT73HI-9807WCBO},"[(22, 0.9792998)]"
1159,{K3C7-N3YE25BW-0474PSGZ},"[(27, 0.20801814), (28, 0.45160323), (78, 0.2308783), (84, 0.09420497)]"
1160,{U3W4-X9LZ03EE-4106MWOD},"[(51, 0.9793002)]"
1161,{W0E5-F2NO98KD-4048CLFG},"[(63, 0.97576404)]"
1162,{E3N7-W5DG32OX-1859TPJP},"[(10, 0.1316959), (48, 0.6076442), (68, 0.23569456)]"
1163,{Y3T2-K5TZ89UH-7421RDDL},"[(3, 0.97923183)]"
1164,{R0S9-W8XW95DV-7300BCDK},"[(46, 0.9745192)]"
1165,{W0N9-B3XW76PG-8784SUFP},"[(9, 0.080405354), (32, 0.123144366), (48, 0.39710036), (75, 0.3821423)]"
1166,{E0H3-Y7DO85SV-4085HUJJ},"[(88, 0.9837048)]"
1167,{D8P9-G4XX09LW-0085CYHU},"[(15, 0.076580256), (35, 0.8239158), (98, 0.082117796)]"
1168,{A8X5-W3LA86NJ-9081SEIJ},"[(12, 0.980892)]"
1169,{V6T8-L5HL60UP-3493ELAI},"[(30, 0.66665906), (70, 0.31496355)]"
1170,{Q3M0-L4SM98RU-2371FUJQ},"[(7, 0.2680609), (35, 0.71554387)]"
1171,{Q2L0-K6KB58YN-6794VTOS},"[(35, 0.85145634), (92, 0.13187236)]"
1172,{Z1I7-J4MH43ES-7189EXJN},"[(84, 0.31067994), (94, 0.67395175)]"
1173,{G4J4-V4OS90WL-8368WADW},"[(10, 0.5901803), (40, 0.31276128), (70, 0.07553503)]"
1174,{T6J3-Y0ON19RT-3452QBXB},"[(77, 0.093207546), (84, 0.4514605), (90, 0.4350457)]"
1175,{Y7S7-I4YD90LB-7374WFPV},"[(90, 0.97463095)]"
1176,{A6N7-Q4AR94RR-4409GHZT},"[(14, 0.52405006), (20, 0.23112662), (62, 0.21092138), (96, 0.017841296)]"
1177,{V1W7-Z3PR48JX-0608OETT},"[(20, 0.6497944), (22, 0.32834634)]"
1178,{B4U8-I1UY11NW-3309GUZI},"[(4, 0.03513752), (55, 0.94436693)]"
1179,{S4V7-F3CB66RJ-1559SFFD},"[(32, 0.97576433)]"
1180,{W5C1-G8AL89RP-6322KNGQ},"[(38, 0.9707773)]"
1181,{Z9L7-A7GY23SC-2253JZZA},"[(49, 0.019531481), (93, 0.9546989)]"
1182,{I7W6-Y2UV12YB-6022DTNP},"[(15, 0.83528835), (91, 0.14285308)]"
1183,{Y1L0-A6JZ40ZS-2719MZEM},"[(0, 0.61413586), (9, 0.36244655)]"
1184,{T9N7-D6JV18EJ-2739SKVM},"[(84, 0.20397095), (89, 0.77315354)]"
1185,{Q4I1-M0QK42KL-1619AOYB},"[(5, 0.57436395), (19, 0.29159424), (40, 0.11375711)]"
1186,{U0G5-Q5KD68HS-9013NGPV},"[(30, 0.4230681), (35, 0.5019228), (44, 0.052365895)]"
1187,{F2A5-P6RM59DS-5095WLMM},"[(11, 0.8370805), (35, 0.011296294), (52, 0.13751164)]"
1188,{E1C0-F1SN84IS-6262PTAE},"[(15, 0.3341178), (56, 0.6316789), (86, 0.018748788)]"
1189,{J6X3-V4AJ39HB-7639VSSX},"[(19, 0.34528634), (28, 0.2532461), (49, 0.38118318)]"
1190,{K1C1-O8JL50ST-2380BLZI},"[(39, 0.14096956), (55, 0.33490202), (58, 0.5100182)]"
1191,{E2O3-L9JA04DE-6220DXEY},"[(31, 0.54534084), (35, 0.32687345), (86, 0.11233164)]"
1192,{W1R3-E0IT93KX-8455JEVN},"[(43, 0.97452193)]"
1193,{N1F3-J2DM45SA-0216EBDT},"[(50, 0.19915387), (64, 0.21869756), (72, 0.0532024), (93, 0.5079981)]"
1194,{C2Q3-B4OA15FO-2108LVKQ},"[(42, 0.1304065), (55, 0.85030735)]"
1195,{X0V3-X8AI82UK-8966NJTE},"[(13, 0.4582508), (79, 0.5165291)]"
1196,{N4I5-X4UX35OM-5366IPJO},"[(47, 0.80862284), (77, 0.1699948)]"
1197,{V7N3-L3NS28VX-5755ZGVN},"[(19, 0.18754552), (31, 0.71920204), (46, 0.07208593)]"
1198,{K7X1-J4EC51JY-9547PWXO},"[(0, 0.40313166), (9, 0.47614163), (11, 0.043375403), (65, 0.05882011)]"
1199,{J6F8-O6TI47OY-7944YYZS},"[(90, 0.97741634)]"
1200,{B0D7-X7UD14WH-6200GSIY},"[(31, 0.32264668), (54, 0.6580665)]"
1201,{H4O2-Z7ZV55TM-4619GGQT},"[(21, 0.23651299), (71, 0.52802116), (90, 0.21430004)]"
1202,{T9H9-X3SZ79WL-4939STZB},"[(45, 0.7982865), (49, 0.18078473)]"
1203,{P0A8-N4OR94DX-8493LNBE},"[(24, 0.83717096), (91, 0.14610465)]"
1204,{S5O7-C7WX33IA-4507VNLG},"[(81, 0.9808911)]"
1205,{M8B9-W4QH64OD-4438FZPW},"[(35, 0.63633454), (89, 0.2660988), (98, 0.07543835)]"
1206,{X6Z3-R0UB60LT-6950FAZU},"[(30, 0.24280901), (47, 0.4318713), (58, 0.30415258)]"
1207,{P2T2-K9PP53ON-2108WWRE},"[(10, 0.5660111), (85, 0.22759092), (94, 0.18901232)]"
1208,{N2U1-D4WB53NQ-4201QBEO},"[(23, 0.10303696), (51, 0.1761789), (96, 0.70006603)]"
1209,{M4V5-L6PB86CB-4973WHYE},"[(42, 0.9505564), (72, 0.027585113)]"
1210,{N3N8-D9IF59HO-0806PCTC},"[(14, 0.09644902), (23, 0.8868785)]"
1211,{J9D1-R5BE34GC-5677FEXO},"[(12, 0.41723454), (34, 0.16733465), (41, 0.40045148)]"
1212,{H4P3-T9AA05NY-5887YEQF},"[(37, 0.48905388), (49, 0.49087083)]"
1213,{I1K6-B7AZ75GY-3259QMBC},"[(68, 0.97840095)]"
1214,{R0Y7-H8JE42YR-9930KXGG},"[(43, 0.47119308), (71, 0.51124203)]"
1215,{R4F1-S8RU72DZ-3115SOGG},"[(39, 0.9779209)]"
1216,{J9B6-F0YO10OA-5248LVWK},"[(24, 0.30262572), (50, 0.09369994), (90, 0.44024616), (95, 0.14860334)]"
1217,{C1E1-X1OU99IC-5573YZGU},"[(58, 0.5977723), (91, 0.38215193)]"
1218,{P4J3-S0IQ97CG-8230CAHO},"[(68, 0.8120523), (94, 0.16656628)]"
1219,{Q3M7-K7LZ64MF-4869JWWV},"[(11, 0.5640497), (68, 0.1857247), (71, 0.23372291)]"
1220,{F9Q8-W4ET38HS-1354ATRF},"[(92, 0.97161204)]"
1221,{Z8C0-X0DN36FR-8802OIIL},"[(4, 0.16220397), (46, 0.07999532), (62, 0.5733889), (66, 0.11083976), (82, 0.057406962)]"
1222,{C5P2-P5NO78PI-5582JVTX},"[(1, 0.42057487), (51, 0.55706894)]"
1223,{V6Z4-N6ST72UJ-9752DWAS},"[(61, 0.2541988), (76, 0.72181094)]"
1224,{P9W3-K9ZQ03BF-4090BJFM},"[(8, 0.97741777)]"
1225,{K0V8-D0UU12GQ-5688BTKB},"[(0, 0.87353474), (87, 0.10717799)]"
1226,{V3U6-Q3JF76EG-1056DMMA},"[(11, 0.9391153), (82, 0.036893234)]"
1227,{Y4P5-R5NR31DO-7260XUAF},"[(98, 0.9805167)]"
1228,{I8N1-M1EH21XP-4041HYKY},"[(22, 0.17228751), (28, 0.18635453), (35, 0.62226653)]"
1229,{R9D7-L8RJ00PS-0333BVER},"[(1, 0.75508374), (16, 0.22563016)]"
1230,{N4X1-C5VB43YC-1383PWTQ},"[(12, 0.114161044), (72, 0.8634848)]"
1231,{O1D8-B1HN44LY-0034MZGB},"[(18, 0.98397404)]"
1232,{D9G5-D9WT53AA-2163APSU},"[(10, 0.20892061), (37, 0.69859356), (48, 0.070849635)]"
1233,{L0X9-C7WD49EG-6359ADYD},"[(11, 0.3847432), (22, 0.20612864), (64, 0.38699955)]"
1234,{J2D9-R5GC39QY-5876KVVS},"[(48, 0.7290319), (98, 0.25510344)]"
1235,{E7P2-E8IC50MJ-3359JEGE},"[(39, 0.49516943), (78, 0.4855428)]"
1236,{R3V4-E8OO99ZD-2716XIDG},"[(5, 0.100716144), (17, 0.018534712), (94, 0.86165726)]"
1237,{D9W5-M9CE22ZO-1470VQBH},"[(22, 0.018298918), (69, 0.35704055), (86, 0.57253754), (87, 0.038922522)]"
1238,{N5L7-O7WG62UJ-7752RAVC},"[(13, 0.39167735), (34, 0.40497974), (90, 0.18812989)]"
1239,{N3A9-L0RA08VC-9738QHMP},"[(44, 0.15932709), (52, 0.62664026), (75, 0.19632979)]"
1240,{N1Q3-K5OU93ZS-8963JPMA},"[(36, 0.013963705), (37, 0.9725618)]"
1241,{U1J0-C6ZB91GK-2260OQDX},"[(53, 0.52306885), (67, 0.46156076)]"
1242,{N2G3-T2WQ13YX-4548WTKS},"[(91, 0.61090744), (98, 0.3741886)]"
1243,{V2Y2-Y5MU03DN-0151BZFG},"[(73, 0.7596187), (84, 0.21379583)]"
1244,{J3F6-Y8ZY12KE-0704QSYZ},"[(29, 0.34614956), (41, 0.6272629)]"
1245,{D3X4-S9HS91SN-9868ZSOF},"[(25, 0.9722527)]"
1246,{E7X8-I3HS96MS-5497YUDU},"[(2, 0.31426007), (34, 0.6643571)]"
1247,{L3V2-C3MM80EV-3073GOWV},"[(91, 0.97741634)]"
1248,{I4P3-V0WN00LF-7959FAHJ},"[(80, 0.97741616)]"
1249,{Z1P7-T1AZ61RE-0483KGMV},"[(64, 0.9698878)]"
1250,{P2O9-T1SH03OA-7476EYAJ},"[(0, 0.45723617), (9, 0.52487993)]"
1251,{W6J2-T2XB55TK-5324UUZC},"[(1, 0.96988785)]"
1252,{D6B6-D0FG33NO-3144ABAZ},"[(2, 0.4068397), (18, 0.2482256), (54, 0.32805184)]"
1253,{A4V0-L4OB94YP-9098GKRC},"[(39, 0.6108277), (48, 0.35747913), (72, 0.013988725)]"
1254,{V3E6-U5JK88CO-3043CXEL},"[(4, 0.42044425), (94, 0.5529699)]"
1255,{Q2M9-I5KW24UH-3218XYEU},"[(65, 0.67883474), (96, 0.2910393)]"
1256,{J9M3-X2PM97PM-1403QWMX},"[(61, 0.41635793), (90, 0.5682729)]"
1257,{R8I6-U2KS54HI-2880NDSM},"[(56, 0.9689507)]"
1258,{H2G1-G7NP66TK-7941AQDU},"[(5, 0.85820216), (79, 0.12288165)]"
1259,{O6H4-V0OI15YT-4455LQNQ},"[(47, 0.82659113), (55, 0.14998822)]"
1260,{H0Z2-H7WP89LU-7745VCSF},"[(56, 0.7494314), (85, 0.21983172)]"
1261,{M2E7-K9UC92LN-3184ATMO},"[(49, 0.54514396), (81, 0.43759745)]"
1262,{Y2Z1-O3MS22MC-8962SOQJ},"[(57, 0.9763413)]"
1263,{F6X9-T3UJ76EU-3333SIZY},"[(22, 0.056009807), (53, 0.92507493)]"
1264,{H7V8-I0BI60QM-9396XATY},"[(21, 0.38023332), (47, 0.106287666), (73, 0.496396)]"
1265,{C1F6-I3BT92WM-7724TLRW},"[(69, 0.9757639)]"
1266,{S1J9-B6XN56UH-5843JYLI},"[(12, 0.23471124), (22, 0.74637187)]"
