user,day,action_id,content
BUE1561,2010-01-02,"[16, 16, 16, 16, 6, 6, 16, 16, 6, 6, 6, 6, 6, 6, 16, 16, 6, 6, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 16, 16, 6, 6, 16, 16]","['[(18, 0.035904694), (68, 0.25526533), (70, 0.68766207)]', '[(33, 0.043263864), (39, 0.6177368), (77, 0.317833)]', '[(33, 0.6608931), (56, 0.32054743)]', '[(3, 0.03102955), (65, 0.27088994), (73, 0.6282095), (75, 0.051689282)]', '[(5, 0.97741675)]', '[(24, 0.9360598), (31, 0.041582707)]', '[(69, 0.54102635), (70, 0.4410892)]', '[(16, 0.027632), (34, 0.7005301), (36, 0.2541368)]', '[(28, 0.3204764), (67, 0.2640021), (98, 0.39435545)]', '[(63, 0.3542178), (69, 0.6244011)]', '[(5, 0.35360187), (36, 0.47012725), (37, 0.15918864)]', '[(43, 0.56408566), (69, 0.41865802)]', '[(18, 0.5289324), (56, 0.37777457), (98, 0.07116207)]', '[(57, 0.83512765), (82, 0.14251485)]', '[(35, 0.16801791), (44, 0.30231065), (50, 0.509387)]', '[(57, 0.1969206), (58, 0.6431832), (70, 0.13961096)]', '[(17, 0.97656)]', '[(45, 0.1624346), (97, 0.8166348)]', '[(65, 0.33264965), (85, 0.6444743)]', '[(69, 0.9768919)]', '[(36, 0.09545054), (51, 0.88362134)]', '[(31, 0.15701559), (37, 0.2699474), (67, 0.5523216)]', '[(5, 0.5663574), (62, 0.060676876), (78, 0.35557744)]', '[(61, 0.8142171), (67, 0.1682175)]', '[(27, 0.14887087), (53, 0.6751752), (85, 0.15856837)]', '[(22, 0.98225695)]', '[(39, 0.20311396), (52, 0.77900153)]', '[(25, 0.29645818), (77, 0.40746695), (83, 0.2783724)]', '[(45, 0.0858916), (69, 0.8531352), (95, 0.042249344)]', '[(33, 0.88238174), (75, 0.0387256), (95, 0.06016962)]', '[(51, 0.3600351), (67, 0.17725712), (87, 0.44748652)]', '[(29, 0.9457935), (36, 0.031593252)]', '[(10, 0.38477013), (38, 0.22146022), (81, 0.37573963)]', '[(11, 0.32770446), (22, 0.31308484), (37, 0.34117973)]', '[(26, 0.9774157)]', '[(2, 0.3993283), (56, 0.43714663), (90, 0.1413956)]', '[(42, 0.71536833), (87, 0.25941175)]', '[(45, 0.16101912), (80, 0.8137608)]']"
BUE1561,2010-01-03,,
BUE1561,2010-01-04,,
BWJ1539,2010-01-02,"[10, 10, 13, 13, 6, 6, 6, 6, 15, 15, 13, 13, 13, 13, 10, 10, 10, 10, 10, 10]","['[(12, 0.96444905), (68, 0.015477049)]', '[(73, 0.80528206), (92, 0.17464416)]', '[(12, 0.32521778), (54, 0.28868794), (69, 0.35977706)]', '[(15, 0.040337555), (90, 0.93307567)]', '[(9, 0.10187686), (20, 0.032029852), (63, 0.84930634)]', '[(18, 0.6616132), (75, 0.32142666)]', '[(10, 0.258847), (90, 0.72223806)]', '[(24, 0.36385754), (46, 0.6172247)]', '[(46, 0.021442564), (77, 0.9551364)]', '[(26, 0.97634256)]', '[(76, 0.44177994), (95, 0.5308956)]', '[(54, 0.81391364), (61, 0.15876487)]', '[(83, 0.97314215)]', '[(80, 0.9731447)]', '[(14, 0.31302288), (21, 0.31105328), (33, 0.26183486), (99, 0.098546736)]', '[(10, 0.7156495), (49, 0.26848513)]', '[(2, 0.060874667), (58, 0.061049), (77, 0.86037433)]', '[(48, 0.56878036), (58, 0.21401966), (87, 0.19305918)]', '[(51, 0.6079951), (76, 0.37107638)]', '[(97, 0.9788594)]']"
BWJ1539,2010-01-03,,
BWJ1539,2010-01-04,,
BWW0751,2010-01-02,,
BWW0751,2010-01-03,,
BWW0751,2010-01-04,,
BYV1695,2010-01-02,,
BYV1695,2010-01-03,,
BYV1695,2010-01-04,,
BYW1523,2010-01-02,,
BYW1523,2010-01-03,,
BYW1523,2010-01-04,,
CAF0109,2010-01-02,,
CAF0109,2010-01-03,,
CAF0109,2010-01-04,,
CAP0471,2010-01-02,,
CAP0471,2010-01-03,,
CAP0471,2010-01-04,,
CBD1128,2010-01-02,,
CBD1128,2010-01-03,,
CBD1128,2010-01-04,,
CBD1574,2010-01-02,,
CBD1574,2010-01-03,"[10, 10, 10, 10, 10, 10, 10, 10]","['[(19, 0.59817034), (21, 0.3197816), (33, 0.059919827)]', '[(4, 0.33671686), (8, 0.64092785)]', '[(17, 0.5131453), (19, 0.31255445), (87, 0.16170643)]', '[(6, 0.3241452), (78, 0.6634048)]', '[(71, 0.12179033), (80, 0.5313543), (97, 0.32472736)]', '[(28, 0.7753264), (67, 0.20231842)]', '[(0, 0.6771638), (40, 0.12012408), (56, 0.18818095)]', '[(12, 0.75833994), (60, 0.17514414), (72, 0.051984143)]']"
CBD1574,2010-01-04,"[10, 10]","['[(12, 0.35812145), (20, 0.15467744), (99, 0.4567715)]', '[(21, 0.4935416), (86, 0.4757161)]']"
CBN1983,2010-01-02,,
CBN1983,2010-01-03,,
CBN1983,2010-01-04,,
CCC1900,2010-01-02,"[16, 16, 16, 16]","['[(5, 0.14369208), (12, 0.5812703), (57, 0.2555661)]', '[(62, 0.9801275)]', '[(52, 0.9724002)]', '[(32, 0.9723979)]']"
CCC1900,2010-01-03,,
CCC1900,2010-01-04,,
CCW0097,2010-01-02,,
CCW0097,2010-01-03,,
CCW0097,2010-01-04,,
CDD1124,2010-01-02,,
CDD1124,2010-01-03,,
CDD1124,2010-01-04,,
CDG0551,2010-01-02,,
CDG0551,2010-01-03,,
CDG0551,2010-01-04,,
CEG1442,2010-01-02,,
CEG1442,2010-01-03,,
CEG1442,2010-01-04,,
CIM1232,2010-01-02,,
CIM1232,2010-01-03,,
CIM1232,2010-01-04,,
CKR1446,2010-01-02,,
CKR1446,2010-01-03,,
CKR1446,2010-01-04,,
CLJ1447,2010-01-02,,
CLJ1447,2010-01-03,,
CLJ1447,2010-01-04,,
CLZ1937,2010-01-02,,
CLZ1937,2010-01-03,,
CLZ1937,2010-01-04,"[3, 3, 12, 12, 12, 12, 13, 13]","['[(75, 0.740366), (92, 0.24350867)]', '[(21, 0.24961129), (84, 0.73426265)]', '[]', '[]', '[]', '[]', '[(15, 0.22187027), (33, 0.100003235), (58, 0.66421723)]', '[(6, 0.5986218), (22, 0.15690693), (76, 0.05727943), (86, 0.17342637)]']"
CQR1172,2010-01-02,,
CQR1172,2010-01-03,,
CQR1172,2010-01-04,,
CRC1132,2010-01-02,,
CRC1132,2010-01-03,,
CRC1132,2010-01-04,,
CRD0272,2010-01-02,,
CRD0272,2010-01-03,,
CRD0272,2010-01-04,,
CRD0404,2010-01-02,,
CRD0404,2010-01-03,,
CRD0404,2010-01-04,,
CRM0907,2010-01-02,,
CRM0907,2010-01-03,,
CRM0907,2010-01-04,,
CSB0327,2010-01-02,,
CSB0327,2010-01-03,,
CSB0327,2010-01-04,,
CTB0744,2010-01-02,,
CTB0744,2010-01-03,,
CTB0744,2010-01-04,,
CTB0923,2010-01-02,,
CTB0923,2010-01-03,,
CTB0923,2010-01-04,,
CTP0071,2010-01-02,,
CTP0071,2010-01-03,,
CTP0071,2010-01-04,,
CWW1120,2010-01-02,,
CWW1120,2010-01-03,,
CWW1120,2010-01-04,,
CZY0110,2010-01-02,,
CZY0110,2010-01-03,,
CZY0110,2010-01-04,,
DCA0857,2010-01-02,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]","['[(6, 0.8646382), (72, 0.11923622)]', '[(66, 0.4826964), (74, 0.15764892), (93, 0.34369376)]', '[(10, 0.4355853), (28, 0.022793872), (65, 0.5264078)]', '[(69, 0.34160313), (80, 0.6430272)]', '[(53, 0.24740861), (71, 0.7280003)]', '[(54, 0.27503216), (85, 0.70037645)]', '[(57, 0.97239935)]', '[(12, 0.6387468), (41, 0.33392766)]', '[(69, 0.79823035), (70, 0.17449158)]', '[(69, 0.14935967), (70, 0.2414025), (83, 0.588072)]', '[(13, 0.17030825), (45, 0.18254444), (50, 0.484667), (73, 0.14668301)]', '[(0, 0.030052625), (11, 0.52333903), (35, 0.43064636)]']"
DCA0857,2010-01-03,,
DCA0857,2010-01-04,,
DCB0446,2010-01-02,"[16, 16, 6, 6, 6, 6, 16, 16, 16, 16, 16, 16, 6, 6, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 6, 6, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 6, 6, 6, 6, 16, 16, 6, 6, 16, 16]","['[(58, 0.15787557), (90, 0.3040584), (94, 0.51690143)]', '[(35, 0.7083981), (64, 0.27021804)]', '[(43, 0.27503055), (48, 0.43801358), (55, 0.26786375)]', '[(57, 0.98051906)]', '[(61, 0.5580833), (94, 0.42335796)]', '[(41, 0.024530541), (79, 0.9569102)]', '[(76, 0.29605493), (91, 0.6846581)]', '[(57, 0.9805195)]', '[(7, 0.6228397), (83, 0.3058553), (91, 0.054518055)]', '[(14, 0.35883084), (41, 0.62421024)]', '[(31, 0.026209833), (42, 0.55239064), (94, 0.40336978)]', '[(25, 0.11146335), (48, 0.75890154), (50, 0.11160311)]', '[(43, 0.57209927), (55, 0.33795723), (60, 0.0712185)]', '[(13, 0.6203885), (21, 0.36069676)]', '[(43, 0.76314074), (86, 0.20705251)]', '[(75, 0.9505147), (77, 0.019678757)]', '[(28, 0.4647767), (79, 0.5128668)]', '[(30, 0.8754319), (40, 0.102210775)]', '[(1, 0.13089232), (82, 0.8494344)]', '[(24, 0.116835766), (37, 0.24200447), (53, 0.24492535), (90, 0.37696025)]', '[(0, 0.6024057), (86, 0.37170973)]', '[(11, 0.97385263)]', '[(2, 0.77447283), (18, 0.13852786), (35, 0.06790783)]', '[(11, 0.7352064), (19, 0.16424161), (45, 0.081459284)]', '[(44, 0.98225594)]', '[(55, 0.18617696), (58, 0.7959198)]', '[(48, 0.5492749), (55, 0.025059093), (58, 0.09535075), (87, 0.3121324)]', '[(7, 0.277891), (51, 0.6122095), (58, 0.09152839)]', '[(9, 0.8147846), (97, 0.16335802)]', '[(15, 0.3758518), (36, 0.57170683), (76, 0.030805618)]', '[(76, 0.07263673), (94, 0.90500855)]', '[(96, 0.977409)]', '[(58, 0.60724676), (77, 0.33979073), (99, 0.03944036)]', '[(11, 0.053364422), (39, 0.317223), (48, 0.1049905), (79, 0.51094115)]', '[(1, 0.97314584)]', '[(88, 0.34258294), (94, 0.63083166)]', '[(8, 0.980129)]', '[(16, 0.67594373), (83, 0.30047837)]', '[(51, 0.9757655)]', '[(16, 0.10785623), (23, 0.8681515)]', '[(25, 0.30947194), (28, 0.50527674), (60, 0.1636173)]', '[(6, 0.97791886)]', '[(5, 0.7123036), (85, 0.26676935)]', '[(1, 0.096678175), (7, 0.47414535), (9, 0.40846008)]', '[(40, 0.04923912), (51, 0.70750964), (52, 0.2229676)]', '[(14, 0.16246319), (46, 0.40779895), (59, 0.107322425), (71, 0.3023399)]', '[(51, 0.016831694), (65, 0.8663198), (70, 0.097758375)]', '[(33, 0.38293174), (72, 0.39573297), (84, 0.20224375)]', '[(13, 0.14105487), (17, 0.11198909), (24, 0.72892666)]', '[(87, 0.98159987)]', '[(87, 0.98286974)]', '[(71, 0.6591692), (98, 0.32387188)]', '[(6, 0.109863944), (16, 0.29680696), (58, 0.57119966)]', '[(33, 0.9774194)]', '[(23, 0.4831967), (92, 0.5006781)]', '[(98, 0.9837108)]', '[(16, 0.4610207), (60, 0.24876028), (88, 0.26858166)]', '[(65, 0.14091219), (86, 0.8372283)]']"
DCB0446,2010-01-03,,
DCB0446,2010-01-04,,
DCC1119,2010-01-02,,
DCC1119,2010-01-03,,
DCC1119,2010-01-04,,
DCR1648,2010-01-02,"[10, 10, 13, 13, 13, 13, 10, 10, 10, 10, 10, 10, 13, 13, 16, 16]","['[(50, 0.9788591)]', '[(28, 0.031528134), (98, 0.9475434)]', '[(22, 0.1064501), (42, 0.044240717), (71, 0.5920887), (76, 0.12570475), (77, 0.11317824)]', '[(58, 0.98089176)]', '[(4, 0.7461145), (17, 0.12739348), (90, 0.10998843)]', '[(53, 0.47553077), (55, 0.507798)]', '[(78, 0.68301976), (83, 0.2941042)]', '[(55, 0.97689384)]', '[(55, 0.97689384)]', '[(5, 0.27396342), (90, 0.7031625)]', '[(6, 0.4123216), (69, 0.29874244), (75, 0.18356632), (96, 0.0875247)]', '[(3, 0.98159933)]', '[(40, 0.048040878), (51, 0.9352879)]', '[(59, 0.040533345), (71, 0.7624463), (77, 0.18051793)]', '[(0, 0.71550936), (44, 0.26753065)]', '[(20, 0.18554455), (72, 0.79749423)]']"
DCR1648,2010-01-03,"[15, 15, 10, 10, 15, 15, 13, 13, 10, 10, 10, 10, 13, 13, 13, 13, 10, 10]","['[(4, 0.9301847), (38, 0.05014101)]', '[(16, 0.10129134), (30, 0.8790371)]', '[(1, 0.3221599), (42, 0.070055634), (67, 0.5890604)]', '[(29, 0.062189404), (77, 0.7182166), (86, 0.2008691)]', '[(44, 0.1910106), (49, 0.36077413), (51, 0.054228406), (79, 0.37471348)]', '[(11, 0.9509827), (83, 0.021910625)]', '[(2, 0.6786674), (29, 0.2731989), (54, 0.027826365)]', '[(12, 0.028555496), (52, 0.95322955)]', '[(30, 0.8885308), (89, 0.09534253)]', '[(28, 0.42381272), (39, 0.27463615), (91, 0.28559014)]', '[(14, 0.7728927), (26, 0.20368597)]', '[(74, 0.97634137)]', '[(40, 0.9801286)]', '[(23, 0.016188165), (57, 0.71101934), (58, 0.25332007)]', '[(5, 0.53651434), (96, 0.444926)]', '[(24, 0.5856394), (44, 0.054422576), (58, 0.34156826)]', '[(38, 0.16926377), (71, 0.5197586), (78, 0.28230608)]', '[(58, 0.60875666), (79, 0.36782143)]']"
DCR1648,2010-01-04,,
DDR1876,2010-01-02,"[16, 16, 16, 16, 16, 16, 13, 13, 15, 15, 16, 16]","['[(16, 0.10863119), (96, 0.87380266)]', '[(32, 0.12881511), (39, 0.8536195)]', '[(7, 0.46951345), (46, 0.51157105)]', '[(61, 0.9808893)]', '[(25, 0.14599037), (69, 0.14040087), (70, 0.69332427)]', '[(9, 0.20641522), (37, 0.62394375), (81, 0.14935504)]', '[(0, 0.083535016), (12, 0.894608)]', '[(72, 0.8128719), (85, 0.1652672)]', '[(63, 0.9779201)]', '[(67, 0.9702096)]', '[(12, 0.39100516), (39, 0.49384567), (40, 0.09605779)]', '[(57, 0.22744052), (81, 0.7532733)]']"
DDR1876,2010-01-03,,
DDR1876,2010-01-04,,
DDW0757,2010-01-02,,
DDW0757,2010-01-03,,
DDW0757,2010-01-04,,
DEC1939,2010-01-02,,
DEC1939,2010-01-03,,
DEC1939,2010-01-04,,
DEO1964,2010-01-02,"[10, 10, 13, 13, 16, 16, 13, 13, 13, 13, 13, 13, 16, 16, 10, 10, 13, 13, 13, 13, 10, 10, 10, 10, 10, 10, 13, 13, 11, 11, 10, 10, 10, 10, 10, 10, 16, 16, 10, 10, 13, 13, 10, 10, 13, 13, 10, 10, 10, 10, 13, 13, 10, 10, 16, 16, 10, 10, 10, 10]","['[(28, 0.7944493), (39, 0.15961622), (70, 0.02914606)]', '[(70, 0.16474283), (94, 0.81829834)]', '[(54, 0.23461463), (71, 0.7448934)]', '[(21, 0.9792998)]', '[(10, 0.19984707), (94, 0.7847834)]', '[(23, 0.056955818), (49, 0.06615474), (74, 0.2829212), (91, 0.57402885)]', '[(35, 0.4241035), (75, 0.16990551), (92, 0.38435462)]', '[(32, 0.9779186)]', '[(1, 0.04767956), (13, 0.62800455), (30, 0.30521408)]', '[(3, 0.98286784)]', '[(15, 0.33459342), (21, 0.19513719), (86, 0.4499851)]', '[(21, 0.036557637), (49, 0.35914937), (60, 0.58400995)]', '[(97, 0.9694154)]', '[(17, 0.6474168), (85, 0.32736114)]', '[(20, 0.1781105), (41, 0.58966416), (48, 0.07553825), (97, 0.14007345)]', '[(62, 0.06642142), (78, 0.9147535)]', '[(49, 0.057445556), (58, 0.920198)]', '[(33, 0.977417)]', '[(14, 0.093140356), (87, 0.8828681)]', '[(40, 0.964774), (74, 0.011237185)]', '[(12, 0.243235), (13, 0.73669094)]', '[(52, 0.9797219)]', '[(69, 0.9837118)]', '[(0, 0.85579395), (96, 0.12808022)]', '[(15, 0.6133258), (52, 0.18585654), (93, 0.18536331)]', '[(49, 0.68043107), (69, 0.12112909), (79, 0.18298486)]', '[(22, 0.46724015), (69, 0.51384413)]', '[(46, 0.98088825)]', '[(60, 0.9201891), (86, 0.063416384)]', '[(36, 0.20635048), (48, 0.52635294), (75, 0.20907666), (83, 0.042158518)]', '[(45, 0.25884303), (77, 0.067609794), (89, 0.2607351), (91, 0.3720033), (97, 0.0237791)]', '[(34, 0.7066299), (66, 0.27580473)]', '[(34, 0.36939695), (90, 0.5750202), (91, 0.037211444)]', '[(13, 0.058773037), (19, 0.9226688)]', '[(23, 0.1279559), (37, 0.8496892)]', '[(24, 0.5830051), (37, 0.39463747)]', '[(46, 0.97839904)]', '[(65, 0.3877068), (89, 0.5867557)]', '[(71, 0.12391438), (94, 0.85912627)]', '[(2, 0.29003292), (26, 0.35487598), (41, 0.33830458)]', '[(27, 0.49273387), (87, 0.4893821)]', '[(36, 0.6206955), (70, 0.36141977)]', '[(12, 0.08847447), (38, 0.8959118)]', '[(44, 0.18602692), (98, 0.7983599)]', '[(39, 0.62448686), (40, 0.059674837), (51, 0.06892058), (84, 0.23186032)]', '[(11, 0.03655626), (28, 0.5025883), (33, 0.018266736), (64, 0.4275319)]', '[(6, 0.9842261)]', '[(12, 0.02125462), (53, 0.71338457), (57, 0.24989522)]', '[(27, 0.21422583), (28, 0.32687578), (49, 0.44293618)]', '[(68, 0.018647311), (69, 0.9643965)]', '[(22, 0.4545598), (69, 0.5265257)]', '[(86, 0.98047864)]', '[(23, 0.91922784), (55, 0.061856296)]', '[(14, 0.63222164), (49, 0.15771186), (74, 0.19134104)]', '[(87, 0.9689516)]', '[(5, 0.96895283)]', '[(11, 0.59687585), (50, 0.3442074), (95, 0.04088577)]', '[(59, 0.18851872), (71, 0.20873256), (80, 0.58471817)]', '[(3, 0.09432545), (37, 0.1738437), (52, 0.71304965)]', '[(57, 0.44721767), (70, 0.18074825), (80, 0.028184524), (86, 0.32855365)]']"
DEO1964,2010-01-03,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 13, 13, 13, 13, 10, 10, 13, 13, 10, 10, 13, 13, 14, 14, 13, 13, 13, 13, 13, 13, 10, 10, 10, 10, 10, 10, 13, 13, 10, 10, 13, 13, 13, 13, 10, 10, 10, 10, 10, 10, 13, 13, 13, 13]","['[(27, 0.044587363), (59, 0.031517465), (72, 0.9033645)]', '[(24, 0.5992876), (25, 0.25662896), (30, 0.12837954)]', '[(19, 0.6645813), (84, 0.31492662)]', '[(72, 0.9793014)]', '[(72, 0.8687427), (96, 0.110765114)]', '[(40, 0.507781), (91, 0.47099078)]', '[(19, 0.946236), (31, 0.012774891)]', '[(48, 0.95860255)]', '[(0, 0.04272204), (32, 0.92325795), (79, 0.018316109)]', '[(1, 0.9747258)]', '[(19, 0.7052885), (50, 0.12638229), (60, 0.14885625)]', '[(6, 0.13228281), (38, 0.8479733)]', '[(86, 0.9788575)]', '[(88, 0.04864219), (98, 0.9304285)]', '[(77, 0.9831578)]', '[(0, 0.21300517), (87, 0.7703227)]', '[(2, 0.09960661), (34, 0.7003256), (62, 0.17935094)]', '[(2, 0.7678689), (78, 0.2112013)]', '[(24, 0.98125154)]', '[(3, 0.06365824), (45, 0.9161866)]', '[(11, 0.67288834), (75, 0.025798757), (91, 0.28609926)]', '[(35, 0.4231895), (55, 0.3857871), (85, 0.17581023)]', '[(76, 0.97077787)]', '[(51, 0.7554517), (93, 0.21561638)]', '[(90, 0.9788572)]', '[(2, 0.6041905), (93, 0.3748804)]', '[(13, 0.17626439), (20, 0.39796582), (39, 0.25499126), (52, 0.104282945), (93, 0.052261773)]', '[(28, 0.40432844), (60, 0.2202683), (77, 0.06511382), (84, 0.2959068)]', '[(28, 0.060013533), (62, 0.38008615), (86, 0.5446869)]', '[(14, 0.12285799), (26, 0.3133923), (41, 0.2922143), (81, 0.25647894)]', '[(28, 0.760353), (68, 0.099878825), (76, 0.12139799)]', '[(23, 0.27361256), (68, 0.39150426), (69, 0.31651202)]', '[(47, 0.52340996), (50, 0.46072415)]', '[(43, 0.05766081), (49, 0.57384694), (90, 0.35278815)]', '[(24, 0.98494476)]', '[(20, 0.23607783), (38, 0.74901915)]', '[(18, 0.9788581)]', '[(8, 0.055453077), (26, 0.20927121), (36, 0.71455854)]', '[(15, 0.44201437), (30, 0.540419)]', '[(25, 0.9822572)]', '[(91, 0.9801265)]', '[(12, 0.017260209), (45, 0.24964666), (90, 0.7136186)]', '[(27, 0.5028571), (87, 0.47925887)]', '[(22, 0.49927947), (49, 0.26710147), (84, 0.022257345), (90, 0.1938394)]', '[(33, 0.66990644), (75, 0.05502366), (79, 0.2547854)]', '[(4, 0.016297037), (28, 0.22580333), (83, 0.62621874), (96, 0.11160496)]', '[(23, 0.085409656), (38, 0.8720193), (55, 0.020933269)]', '[(7, 0.22741593), (34, 0.7507228)]', '[(10, 0.6602197), (71, 0.28920096), (88, 0.03407627)]', '[(39, 0.26595417), (88, 0.7173738)]', '[(41, 0.76746035), (58, 0.21716997)]', '[(1, 0.8126144), (90, 0.17201586)]', '[(80, 0.12084169), (98, 0.8577727)]', '[(14, 0.25339815), (30, 0.7252216)]']"
DEO1964,2010-01-04,,
DHS0204,2010-01-02,"[16, 16, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3]","['[(74, 0.09622164), (86, 0.2521526), (99, 0.6335933)]', '[(36, 0.92549485), (81, 0.056288283)]', '[(7, 0.9788085)]', '[(58, 0.3616353), (69, 0.19482394), (99, 0.42551008)]', '[(46, 0.8248255), (59, 0.15588741)]', '[(49, 0.06912219), (75, 0.013059453), (78, 0.8987278)]', '[(5, 0.11995842), (58, 0.8618255)]', '[(4, 0.5670553), (69, 0.4147285)]', '[(19, 0.28983152), (30, 0.6919521)]', '[(11, 0.5609635), (28, 0.39776227), (31, 0.023243668)]', '[(12, 0.9779188)]', '[(0, 0.5419935), (29, 0.43614516)]', '[(60, 0.88209707), (87, 0.098614834)]', '[(4, 0.2729203), (75, 0.3312082), (76, 0.37677935)]']"
DHS0204,2010-01-03,,
DHS0204,2010-01-04,,
DIB1946,2010-01-02,,
DIB1946,2010-01-03,,
DIB1946,2010-01-04,,
DLW1705,2010-01-02,,
DLW1705,2010-01-03,,
DLW1705,2010-01-04,,
DMN1365,2010-01-02,,
DMN1365,2010-01-03,,
DMN1365,2010-01-04,,
DNW0899,2010-01-02,,
DNW0899,2010-01-03,,
DNW0899,2010-01-04,,
DQR1670,2010-01-02,,
DQR1670,2010-01-03,,
DQR1670,2010-01-04,,
DSB0530,2010-01-02,"[16, 16, 6, 6, 16, 16, 16, 16, 6, 6, 16, 16, 17, 17, 6, 6, 6, 6, 16, 16]","['[(45, 0.91485727), (47, 0.05925794)]', '[(55, 0.97385156)]', '[(2, 0.15915276), (12, 0.5415763), (67, 0.27763486)]', '[(18, 0.24390085), (29, 0.73424137)]', '[(48, 0.64621043), (55, 0.33450237)]', '[(2, 0.96960807), (73, 0.011102346)]', '[(45, 0.98159945)]', '[(49, 0.08501951), (87, 0.89676577)]', '[(33, 0.16255268), (76, 0.35074392), (91, 0.46991646)]', '[(0, 0.14865714), (17, 0.47104645), (45, 0.046946038), (46, 0.15902697), (59, 0.1578809)]', '[(66, 0.9738561)]', '[(4, 0.2792561), (29, 0.6948575)]', '[(61, 0.110692345), (65, 0.23102765), (75, 0.09561999), (88, 0.54376596)]', '[(32, 0.3527134), (43, 0.6279993)]', '[(0, 0.19236687), (43, 0.7836435)]', '[(32, 0.024011755), (59, 0.9519962)]', '[(4, 0.037268672), (63, 0.94134676)]', '[(12, 0.6064987), (51, 0.37211788)]', '[(79, 0.7963667), (98, 0.18541665)]', '[(34, 0.13713223), (41, 0.4697275), (43, 0.375109)]']"
DSB0530,2010-01-03,,
DSB0530,2010-01-04,,
DXF1662,2010-01-02,,
DXF1662,2010-01-03,,
DXF1662,2010-01-04,,
DYN1105,2010-01-02,"[16, 16, 16, 16, 16, 16]","['[(84, 0.9731365)]', '[(55, 0.5299187), (60, 0.4434957)]', '[(39, 0.3067785), (54, 0.6756557)]', '[(15, 0.18133882), (38, 0.8010956)]', '[(1, 0.45289207), (75, 0.33621213), (98, 0.19591597)]', '[(4, 0.45100754), (5, 0.16024353), (33, 0.08105405), (36, 0.29286876)]']"
DYN1105,2010-01-03,,
DYN1105,2010-01-04,,
EAP0107,2010-01-02,,
EAP0107,2010-01-03,,
EAP0107,2010-01-04,,
EBA0758,2010-01-02,,
EBA0758,2010-01-03,,
EBA0758,2010-01-04,,
EJB0241,2010-01-02,,
EJB0241,2010-01-03,,
EJB0241,2010-01-04,,
EJG1445,2010-01-02,,
EJG1445,2010-01-03,,
EJG1445,2010-01-04,,
EKR0073,2010-01-02,,
EKR0073,2010-01-03,,
EKR0073,2010-01-04,,
EKS1182,2010-01-02,,
EKS1182,2010-01-03,,
EKS1182,2010-01-04,,
ELC1173,2010-01-02,,
ELC1173,2010-01-03,,
ELC1173,2010-01-04,,
ELM1123,2010-01-02,,
ELM1123,2010-01-03,,
ELM1123,2010-01-04,,
ELT1370,2010-01-02,"[6, 6, 6, 6, 16, 16, 16, 16]","['[(18, 0.7165144), (93, 0.26340932)]', '[(37, 0.0353908), (73, 0.94453615)]', '[(9, 0.9830234)]', '[(36, 0.030256392), (50, 0.28917253), (79, 0.4308419), (87, 0.23467214)]', '[(61, 0.5091648), (65, 0.41525474), (92, 0.060124874)]', '[(12, 0.32013124), (16, 0.4731105), (70, 0.19130471)]', '[(5, 0.35239777), (20, 0.6262179)]', '[(3, 0.23001185), (31, 0.40318814), (67, 0.34563217)]']"
ELT1370,2010-01-03,,
ELT1370,2010-01-04,,
EMB0902,2010-01-02,,
EMB0902,2010-01-03,,
EMB0902,2010-01-04,,
